x, y
567.7975749985769, 0.09634178424890993
586.7877269881027, 0.10152907507685184
618.1419707405931, 0.11047223687087605
649.1375875220584, 0.11673245012669299
714.7492457448625, 0.12439709956654277
774.9814994022884, 0.12718284306789973
842.4375249046507, 0.1276132969760891
902.5331587635908, 0.12598656668424504
959.7426993795184, 0.12079285117110629
1000.5578641771503, 0.11310892767566595
1048.8700404166902, 0.10449213988964205
1107.5311663915295, 0.09283904587958379
1170.0347241987818, 0.08184512457072299
1212.7113337507826, 0.07280816237282468
1259.4865372573574, 0.06409757418292668
1291.3701827289806, 0.05992538361608808
1326.1399214436158, 0.054364176109689126
1378.3969943644333, 0.04793178129059643
1430.2271304149826, 0.04302460673723745
1481.0326179768886, 0.03846436518450873
1528.183525929299, 0.033764065494488536
1590.840781009848, 0.027374073597695087
1652.4563101269425, 0.021444089160996566
1736.3920988216541, 0.01457738562259637
1806.238970797518, 0.009184504868355049
1879.740422382877, 0.004273475503877963
1963.0443445095918, -0.0023169665710574042
2041.3274890419536, -0.012613167067539585
2122.155177321113, -0.024952417456622123
2167.700802641316, -0.0316944821022033
2222.673194057039, -0.03944393738665157
2270.592588375932, -0.0462823723101856
2318.0850458245573, -0.05224961992102589
2357.5169351625204, -0.057217186515235316
