x, y
5.237194876575646, 0.005392720404636045
5.385836443371324, 0.00684964875518807
5.777680623296334, 0.011582214083866492
6.013244087130231, 0.017215542138486726
6.583666711413889, 0.027354637996548956
7.269325660311949, 0.04495464199847799
7.971654814681001, 0.07279774434262413
8.31725770290302, 0.10149338846177076
8.785472281318246, 0.11464814757383665
9.438101322736962, 0.11378678485693997
10.300598392912816, 0.1265363427022629
13.643651438219758, 0.14856834743858696
17.24722278990904, 0.14295180371469277
21.880177853456175, 0.08428091148497811
30.232529023979193, 0.06149165611609009
49.84105251194392, 0.04124725167237608
65.31840040294269, 0.03626653077448093
74.44337423208682, 0.03492568706091958
89.59963897622592, 0.03207976462618933
101.45366054343832, 0.03181232298704948
119.29766499032422, 0.035024901310135276
